Experiment,Reference,Apparatus,Pressure_kbar,Pressure_error,Temperature_degC,Phases,SiO2,TiO2,Al2O3,Cr2O3,FeO,MnO,MgO,CaO,Na2O,K2O,P2O5,H2O,Total
83415 Ne-hawaiite,"Gerke et al., 2004",1atm_furnace,0.001,,"1,160",gl - pl,50,2.63,20.14,,7.222766,0.18,3.16,6.8,5.43,2.93,0.79,,99.4
83415 Ne-hawaiite,"Gerke et al., 2004",1atm_furnace,0.001,,"1,138",gl - pl,49.72,2.83,19.35,,7.767736,0.2,3.3,6.33,5.95,3.18,0.71,,99.49
83415 Ne-hawaiite,"Gerke et al., 2004",1atm_furnace,0.001,,"1,120",gl,51.43,2.29,21.02,,6.7898,0.15,3.03,6.96,5,2.67,0.28,,99.69
83415 Ne-hawaiite,"Gerke et al., 2004",1atm_furnace,0.001,,"1,104",gl - ol - pl,49.61,2.88,18.52,,7.490762,0.22,2.99,5.77,5.59,3.62,0.97,,97.78
83415 Ne-hawaiite,"Gerke et al., 2004",1atm_furnace,0.001,,"1,089",gl - ol - cp - pl,48.72,3.1,17.57,,9.39968,0.21,2.97,5.71,5.53,3.6,1.2,,98.15
83415 Ne-hawaiite,"Gerke et al., 2004",1atm_furnace,0.001,,"1,049",gl - ol - cp - pl,48.7,3.25,16.97,,8.132726,0.29,2.59,5.67,6.04,3.71,1.52,,96.99
9005,Thy and Lofgren 1994,1atm_furnace,0.001,,1145,gl,47.78,4.36,13.06,,14.42,0.2,4.59,9.45,2.96,0.92,0.8,,
9005,Thy and Lofgren 1994,1atm_furnace,0.001,,1136,gl - pl,47.59,4.34,13.47,,14.17,0.2,4.54,9.35,3.04,0.94,0.75,,
9005,Thy and Lofgren 1994,1atm_furnace,0.001,,1126,gl - pl,47.83,4.49,12.27,,14.57,0.22,4.45,9.48,2.89,0.91,0.83,,
9005,Thy and Lofgren 1994,1atm_furnace,0.001,,1117,gl - ol - pl,47.28,5,11.98,,15.06,0.24,4.63,9.62,2.78,0.9,0.85,,
9005,Thy and Lofgren 1994,1atm_furnace,0.001,,1107,gl - ol - pl,47.74,5.1,11.96,,15.73,0.26,4.66,9.39,2.97,0.96,0.63,,
9005,Thy and Lofgren 1994,1atm_furnace,0.001,,1098,gl - ol - cp - pl,47.28,5.29,11.69,,15.87,0.32,4.48,9.39,2.8,1.05,0.66,,
9005,Thy and Lofgren 1994,1atm_furnace,0.001,,1090,gl - ol - cp - pl - il,48.22,4.89,11.53,,16.26,0.36,3.9,8.72,2.92,1.25,0.74,,
9005,Thy and Lofgren 1994,1atm_furnace,0.001,,1081,gl - ol - cp - pl - il,49.55,4.19,11.78,,16.14,0.33,3.5,8.09,3.09,1.53,1,,
9005,Thy and Lofgren 1994,1atm_furnace,0.001,,1071,gl - ol - cp - pl - il,51.02,3.73,11.89,,15.45,0.38,3.33,7.63,3.17,1.76,1.09,,
9005,Thy and Lofgren 1994,1atm_furnace,0.001,,1062,gl - ol - cp - pl - il - mt,53.39,3.12,12.02,,14.5,0.25,2.88,6.87,3.34,2.04,1.62,,
9005,Thy and Lofgren 1994,1atm_furnace,0.001,,1051,gl - ol - cp - pl - il - mt,54.17,2.72,12.3,,13.4,0.26,2.47,6.49,3.29,2.32,1.86,,
7159V,Thy and Lofgren 1994,1atm_furnace,0.001,,1123,gl,48.91,3.85,14.21,,13.51,0.27,3.43,8.7,4.61,1.37,0.83,,
7159V,Thy and Lofgren 1994,1atm_furnace,0.001,,1115,gl - pl,47.89,3.95,13.86,,13.83,0.26,3.59,8.9,4.37,1.26,0.86,,
7159V,Thy and Lofgren 1994,1atm_furnace,0.001,,1099,gl - cp - pl - mt,48.92,3.84,13.63,,13.98,0.28,3.61,8.53,4.45,1.46,0.98,,
7159V,Thy and Lofgren 1994,1atm_furnace,0.001,,1088,gl - cp - pl - mt,48.87,3.92,13.18,,14.05,0.27,3.23,8.02,4.44,1.61,1.08,,
7159V,Thy and Lofgren 1994,1atm_furnace,0.001,,1088,gl - cp - pl - mt,50.47,3.68,13.58,,13.15,0.27,3.13,7.87,4.56,1.73,1.16,,
7159V,Thy and Lofgren 1994,1atm_furnace,0.001,,1080,gl - cp - pl - mt,50.74,3.45,14.04,,12.78,0.27,2.83,7.21,4.99,1.99,1.37,,
7159V,Thy and Lofgren 1994,1atm_furnace,0.001,,1070,gl - cp - pl - mt,53.53,3.03,14.59,,11.41,0.29,2.24,6.15,5.04,2.52,1.39,,
7159V,Thy and Lofgren 1994,1atm_furnace,0.001,,1061,gl - cp - pl - mt,53.75,2.95,14.52,,11.54,0.29,2.21,6.16,4.89,2.68,1.58,,
8759,Thy and Lofgren 1994,1atm_furnace,0.001,,1163,gl,46.53,4.03,12.75,,14.62,0.22,5.14,10.74,3.23,0.65,0.51,,
8759,Thy and Lofgren 1994,1atm_furnace,0.001,,1154,gl - pl,46.33,4.17,12.69,,14.89,0.25,5.1,10.47,3.22,0.71,0.57,,
8759,Thy and Lofgren 1994,1atm_furnace,0.001,,1145,gl - pl,46.42,4.41,12.43,,15.5,0.23,4.71,10.22,3.22,0.73,0.6,,
8759,Thy and Lofgren 1994,1atm_furnace,0.001,,1136,gl - pl,46.46,4.53,12.26,,15.61,0.32,4.5,9.64,3.58,0.89,0.52,,
8759,Thy and Lofgren 1994,1atm_furnace,0.001,,1126,gl - ol - cp - pl,46.16,5.11,11.83,,16.65,0.35,4.25,9.45,3.43,0.91,0.58,,
8759,Thy and Lofgren 1994,1atm_furnace,0.001,,1117,gl - ol - cp - pl,47.52,4.67,12.13,,16.29,0.31,3.85,8.71,3.8,1.11,0.66,,
8759,Thy and Lofgren 1994,1atm_furnace,0.001,,1107,gl - ol - cp - pl,51.63,3.63,12.58,,14,0.34,3.19,7.22,3.95,1.76,1.03,,
8759,Thy and Lofgren 1994,1atm_furnace,0.001,,1098,gl - ol - cp - pl - mt,52.05,3.52,12.31,,14.17,0.31,3.17,6.92,3.92,1.83,1.36,,
8759,Thy and Lofgren 1994,1atm_furnace,0.001,,1090,gl - ol - cp - pl - mt,52.85,2.84,12.67,,13.12,0.29,2.96,6.69,4.13,2.16,1.65,,
SAX2,Thy and Lofgren 1994,1atm_furnace,0.001,,1081,gl - ol - cp - pl - mt,45.89,3.72,15.03,,13.06,0.23,5.48,10.06,2.76,1.04,0.84,,
SAX2,Thy and Lofgren 1994,1atm_furnace,0.001,,1071,gl - ol - cp - pl - il - mt,45.99,3.75,15.03,,13.15,0.24,5.5,10.12,2.74,1.06,0.88,,
SAX2,Thy and Lofgren 1994,1atm_furnace,0.001,,1062,gl - ol - cp - pl - il - mt,45.99,3.85,14.64,,13.14,0.24,5.44,10.14,2.73,1.1,0.88,,
SAX2,Thy and Lofgren 1994,1atm_furnace,0.001,,1181,gl,45.68,3.79,14.52,,13.69,0.24,5.45,10.04,2.76,1.12,0.9,,
SAX2,Thy and Lofgren 1994,1atm_furnace,0.001,,1171,gl - pl,45.44,3.92,13.96,,13.38,0.26,5.48,9.92,2.9,1.15,0.88,,
SAX2,Thy and Lofgren 1994,1atm_furnace,0.001,,1164,gl - pl,45.5,3.9,14.17,,13.86,0.24,5.76,10.07,2.77,1.1,0.88,,
SAX2,Thy and Lofgren 1994,1atm_furnace,0.001,,1159,gl - pl,45.51,4.02,13.9,,14.06,0.27,5.92,9.9,2.75,1.11,0.92,,
SAX2,Thy and Lofgren 1994,1atm_furnace,0.001,,1155,gl - pl,45.43,4.08,13.8,,14.17,0.25,5.61,9.94,2.8,1.15,0.97,,
SAX2,Thy and Lofgren 1994,1atm_furnace,0.001,,1149,gl - pl,46.36,4.16,13.67,,13.97,0.26,5.33,9.83,2.87,1.29,1.02,,
SAX2,Thy and Lofgren 1994,1atm_furnace,0.001,,1146,gl - pl,46.28,4.43,13.14,,14.23,0.26,5.16,9.9,2.91,1.38,1.03,,
SAX2,Thy and Lofgren 1994,1atm_furnace,0.001,,1141,gl - ol - pl,45.03,5.13,12.38,,15.26,0.26,4.93,10.28,2.68,1.34,1.23,,
SAX2,Thy and Lofgren 1994,1atm_furnace,0.001,,1133,gl - ol - pl,44.93,5.49,12.13,,15.72,0.31,4.66,10.21,2.77,1.45,1.28,,
SAX2,Thy and Lofgren 1994,1atm_furnace,0.001,,1123,gl - ol - pl,45.73,5.29,12.17,,15.46,0.3,4.24,9.61,2.75,1.68,1.37,,
SAX2,Thy and Lofgren 1994,1atm_furnace,0.001,,1115,gl - ol - pl,47.34,4.35,12.33,,14.43,0.35,4.37,9.29,2.78,2.05,1.73,,
SAX2,Thy and Lofgren 1994,1atm_furnace,0.001,,1105,gl - ol - cp - pl,47.56,4.03,12.23,,14.66,0.31,3.77,8.73,2.78,2.41,2.43,,
GR2,Thy and Lofgren 1992,1atm_furnace,0.001,,1135,gl - cp,50.42,3.05,13.71,0.02,12.35,0.23,4.95,9.48,2.54,1.7,0.6,,
KRA1,Thy and Lofgren 1992,1atm_furnace,0.001,,1158,gl - cp,49.79,2.02,13.44,0.03,13.21,0.23,6.62,11.66,2.12,0.32,0.36,,
HS605,Thy and Lofgren 1992,1atm_furnace,0.001,,1183,gl - cp,49.83,1.53,14.42,0.06,10.41,0.21,7.92,13,2.2,0.16,0.17,,
LA3,Thy and Lofgren 1992,1atm_furnace,0.001,,1153,gl - cp,47.87,3.44,13.31,0.03,13.55,0.21,6.28,11.66,2.46,0.51,0.42,,
KE3A,Thy and Lofgren 1992,1atm_furnace,0.001,,1172,gl - cp,48.85,2.4,14.33,0.07,10.59,0.2,6.98,12.4,2.08,0.96,0.4,,
BE3,Thy and Lofgren 1992,1atm_furnace,0.001,,1162,gl - cp,48.87,2.68,14.68,0.03,9.19,0.19,6.33,11.3,2.57,1.43,0.69,,
8066,Thy and Lofgren 1992,1atm_furnace,0.001,,1157,gl - cp,48.05,3,14.1,0.04,11.36,0.18,6.23,11.71,2.96,0.6,0.35,,
4693,Thy and Lofgren 1992,1atm_furnace,0.001,,1164,gl - cp,47.98,2.84,14.29,0.05,11.24,0.19,6.93,12.41,2.7,0.46,0.29,,
8759,Thy and Lofgren 1992,1atm_furnace,0.001,,1126,gl - cp,46.33,4.17,12.69,0,14.89,0.25,5.1,10.47,3.22,0.71,0.57,,
JAN73,Thy and Lofgren 1992,1atm_furnace,0.001,,1167,gl - cp,48.16,2.84,15.45,0.05,8.81,0.16,6.53,12.08,2.78,1.67,0.69,,
A5P50-3,Pan and Longhi 1990,1atm_furnace,0.001,,1240,gl - ol - pl,49.27,,19.31,,,,9.7,16.68,4.74,,,,99.7
A10P50-3,Pan and Longhi 1990,1atm_furnace,0.001,,1230,gl - ol - pl,44.71,,20.51,,,,9.26,20.41,4.16,,,,99.05
A10P50-4,Pan and Longhi 1990,1atm_furnace,0.001,,1220,gl - ol - pl - mel,44.99,,20.55,,,,8.86,20.3,4.58,,,,99.28
A10P50-5,Pan and Longhi 1990,1atm_furnace,0.001,,1214,gl - ol - pl - mel,45.68,,20.23,,,,8.85,19.75,5,,,,99.51
AI3P50-1,Pan and Longhi 1990,1atm_furnace,0.001,,1236,gl - ol - pl,45.71,,21.42,,,,8.77,17.87,5.07,,,,98.84
AI3P50-2,Pan and Longhi 1990,1atm_furnace,0.001,,1220,gl - ol - pl,45.76,,21.56,,,,8.66,18.01,5.28,,,,99.27
AI6P50-1,Pan and Longhi 1990,1atm_furnace,0.001,,1230,gl - ol - sp - mel,44.5,,20.61,,,,9.27,20.68,4.37,,,,99.43
A16P50-2,Pan and Longhi 1990,1atm_furnace,0.001,,1220,gl - ol - sp - mel,44.97,,20.65,,,,9,20.14,4.65,,,,99.41
A16P50-3,Pan and Longhi 1990,1atm_furnace,0.001,,1214,gl - ol - pl - sp - mel,45.81,,20.75,,,,8.77,19.59,5.12,,,,100.04
A19P50-1,Pan and Longhi 1990,1atm_furnace,0.001,,1230,gl - ol - pl,46.3,,21.42,,,,8.86,17.67,5.06,,,,99.31
A21P50-1,Pan and Longhi 1990,1atm_furnace,0.001,,1235,gl - ol - mel,46.24,,19.04,,,,9.62,20.46,3.9,,,,99.26
A22P50-1,Pan and Longhi 1990,1atm_furnace,0.001,,1235,gl - ol - cp - mel,44.76,,19.63,,,,9.95,21.69,3.86,,,,99.89
A23P50-1,Pan and Longhi 1990,1atm_furnace,0.001,,1235,gl - ol - cp,46.18,,18.11,,,,10.01,22.55,4.04,,,,99.89
